,influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
102,william gozali,-0.018217059,-0.032981418,-0.036188584,-0.14049795,-0.21764679,0.12753916,-0.04990278,0.12838039,-0.028382134,0.036493264,0.049884725,-0.12281756,0.12772603,0.004385375,0.046564333,-0.11227292,0.05433583,-0.120082855,0.043497257,0.04297939,0.0022060098,0.09855664,0.0080941105,0.11071354,-0.012379197,-0.021686349,0.035663716,0.04295621,0.023483206,0.068740495,-0.048298918,-0.059104867,0.09657623,0.03181874,0.058918037,0.012959317,0.045844242,0.0552037,0.038392004,0.003867072,0.017398937,-0.057736706,0.14412493,-0.08014473,0.056935664,-0.03417789,0.074146494,-0.033002943,-0.10561757,0.008129069,0.2139974,0.06101596,0.034307465,0.010521432,-0.018942557,-0.0459996,-0.1424067,0.15630576,-0.03963235,0.059974104,-0.050850205,0.018542258,0.043794177,0.029988807,influencer
103,chandra yudasswara,-0.008759795,0.23794636,0.07563043,0.16163373,0.09190665,-0.19328386,-0.10906542,0.14786491,-0.047514573,0.1274512,0.24818212,0.15147695,-0.17384514,0.079368606,0.056550108,-0.106698945,0.05144006,-0.010994609,0.22500163,-0.101941615,-0.28569072,-0.03919128,-0.22158709,-0.09792799,-0.27276582,-0.095784545,-0.082159005,-0.0127348695,0.15655872,-0.17395331,-0.072877765,0.13579269,0.038057677,0.20069382,0.018201847,-0.48780912,-0.10353823,0.033630855,0.003535298,0.22841918,0.003613098,0.13814321,-0.014606038,-0.13602445,-0.2436902,-0.13595548,-0.16225728,-0.30324382,0.063045286,-0.04162697,0.19600797,0.084521875,-0.07082744,0.055168673,0.20920976,0.24070805,0.043272737,-0.059854485,-0.13297646,0.021231398,-0.010551733,-0.0058549885,-0.16091956,-0.123128206,influencer
104,devina hermawan,-0.099788144,0.029080914,-0.054041173,-0.086373106,-0.30378795,-0.050780386,-0.02588414,0.25330615,-0.05019135,-0.03844461,0.27326363,-0.2264071,0.038695,-0.16290858,0.11142479,-0.13298446,-0.06673327,-0.09979142,0.1679407,-0.1424694,-0.054872103,-0.12769489,0.10595368,0.028847186,0.043724652,0.117312595,0.06459307,0.120726585,0.04965543,-0.030452648,0.05824519,-0.07753302,0.16007622,-0.1971323,-0.109354906,-0.08398487,0.028307742,-0.07939885,0.02875122,0.047748014,-0.060827564,-0.11989054,-0.08857826,0.053237766,0.16021639,0.1698384,-0.0664932,0.037945647,0.1216936,0.24952807,-0.065895505,0.13112162,-0.0570803,0.09930487,-0.052439258,0.020599008,-0.27532047,0.11296043,0.0717468,-0.042607687,0.07335995,-0.0007214905,0.12730153,-0.062858805,influencer
105,yuda bustara,-0.06332825,0.01906415,-0.0046983287,-0.013400296,-0.20411497,-0.045524523,-0.016733771,0.16542464,-0.18149695,0.18851507,0.16649398,-0.036476627,0.12768576,0.079325005,-0.052590087,-0.19900054,-0.13666263,-0.11711547,0.041934356,0.06729484,-0.061135978,-0.020243565,-0.023715146,-0.065130174,-0.010168744,0.011279317,0.06764768,0.05981922,0.020474646,-0.09556337,0.07257652,-0.063971385,0.02217269,-0.047170732,-0.12332223,-0.33181942,0.09649719,0.09498504,-0.040465992,0.0088411085,-0.123288676,0.06418873,0.06531471,-0.1137621,0.03568183,0.037548315,-0.03907729,-0.12932262,0.11335532,-0.07119435,0.2646687,-0.07444334,-0.18148373,0.044506375,-0.1426937,0.020725656,0.0035633375,0.12875845,0.038761884,0.23305881,-0.018272445,-0.123162836,0.046158202,-0.06658751,influencer
106,tasya farasya,-0.029634345,0.051207505,0.06796619,-0.08243804,-0.057078674,0.08241994,0.10634595,0.0352705,-0.13590816,0.09392896,0.067914225,-0.23767449,0.24485332,0.13974625,-0.14442185,-0.08665706,-0.019723382,-0.12282357,0.060679924,0.14677781,-0.021774963,-0.0067739123,-0.015122032,0.13656421,0.0967357,0.03821532,0.09454573,0.04280731,-0.07005708,-0.020878071,-0.09022498,-0.05630209,-0.013054645,-0.011333268,0.07857987,-0.15119268,0.14219564,-0.02177682,0.010778881,0.04367464,-0.057708997,0.03865005,-0.06568979,-0.11892517,0.06810415,0.016536308,0.114592925,-0.06441338,0.050777633,0.021652807,0.31369644,-0.040329196,-0.15847787,0.019306907,-0.120206416,-0.02912312,7.223076e-05,0.017103983,-0.06629802,0.30408168,0.09244752,-0.13856983,0.12954983,-0.031600125,influencer
107,bara pattiradjawane,-0.17996258,0.019459156,-0.004370843,0.017841112,-0.077333406,0.053721443,0.072845325,0.20206398,-0.030148499,0.14398214,0.1883049,-0.20646301,0.0018622964,-0.19130045,0.03701352,-0.0010973149,-0.039859645,0.012786249,0.041057304,-0.09605406,-0.017899167,-0.1807149,0.13119254,-0.006018004,0.045429263,0.099486336,-0.038657058,0.0697412,0.06432633,-0.11700941,0.11304818,-0.12644474,0.0840279,-0.17929348,-0.17080024,-0.19369182,0.092753775,-0.14016216,0.09235063,-0.095645696,-0.120214686,-0.24057734,-0.03256735,-0.013766646,0.21440291,0.07278313,-0.18941194,0.046217643,0.29657477,0.17999598,-0.18731755,0.0002116062,-0.13910212,0.07016756,0.095945746,0.08918395,-0.09931363,0.047582354,-0.05773258,-0.02091409,0.007858699,-0.0679423,0.05910403,-0.04210587,influencer
108,my fun foodiary,-0.005463698,0.040174488,0.06730746,-0.16444576,-0.23547119,-0.032938503,0.009801863,0.14504428,-0.12463342,0.040861346,0.023132844,-0.17891496,0.24166845,0.043620825,0.11617033,-0.106641114,-0.020956293,-0.14769605,0.008902271,-0.05775126,-0.0005294558,-0.030317282,0.102370046,0.15521365,0.101487346,0.028807245,0.2270719,0.03079264,-0.041782767,0.031423427,0.019313686,-0.020165544,0.11511126,0.059154674,-0.020341823,0.04582036,0.11476844,0.025563966,-0.005076398,-0.044657405,-0.16484168,-0.13169563,0.09935315,-0.099896446,0.04796618,0.07057981,0.024537228,0.07147266,-0.105092876,0.0028773756,0.18820272,0.082603425,-0.068317294,-0.023963027,-0.13261065,-0.22606346,-0.16447054,0.17205706,0.01733897,0.18044749,0.09409791,0.010910116,0.08462031,-0.054671474,influencer
109,kadek arini,0.07237475,-0.016502783,0.037425872,-0.2146312,-0.23686576,0.13852906,-0.015906,0.023316793,-0.11644965,-0.019487347,0.0696018,-0.13705003,0.06511503,0.012022159,0.10364649,-0.007693603,0.049181722,-0.10162433,-0.013155624,-0.097987324,-0.033717968,0.019175947,0.11544262,0.020214077,0.05861698,0.04866748,0.05595849,-0.0041745123,-0.011120511,-0.079613544,0.03186711,-0.0057892804,0.122573204,-0.03016778,-0.108080015,0.045617856,0.14814276,-0.029689966,0.044988215,0.103078306,0.033267558,-0.19412848,0.10730734,0.13917571,0.036554515,0.15996191,-0.0073906956,0.055141505,0.017679557,0.17690659,0.037939005,-0.0055435146,0.09928476,-0.067723736,-0.06797019,-0.11154331,-0.12388971,0.12124974,-0.083639026,0.20453423,0.084799096,-0.043752424,0.07788146,-0.053736933,influencer
110,vina muliana,-0.22632927,0.052075036,-0.32148996,0.1254273,0.3819203,-0.13116714,-0.15752983,-0.4759736,0.15044218,-0.15500593,-0.20630357,0.057050705,-0.18381876,-0.134213,0.06327896,0.13480148,0.14856362,0.2481848,-0.2748158,0.10850689,-0.353704,-0.3255822,0.05285329,-0.09952658,0.1532085,-0.048436165,-0.12885065,-0.22085297,0.2627748,0.17032103,0.009818527,-0.06623505,-0.30167833,-0.22423652,-0.21257105,-0.13333912,-0.4867609,0.08673243,-0.32606345,0.20705763,-0.038747244,0.36936665,-0.2402794,-0.07803186,0.14744008,-0.40937126,0.10039674,0.26903456,0.22660479,-0.04515516,-0.076728344,0.28307492,-0.13184029,0.08198948,0.52036,0.39226806,0.17916498,-0.5111845,0.3272128,-0.4079708,0.25702703,-0.24327126,-0.26101232,-0.10263741,influencer
111,marischka prudence,-0.065941535,-0.03892441,0.12672424,-0.17566109,-0.19610918,-0.021398585,0.022068584,0.16513366,-0.10264529,0.020234492,0.020990152,-0.13289237,0.18667588,0.10242577,-0.0069286004,-0.118356936,-0.02211978,-0.06248862,0.037393153,0.011111969,-0.06457242,0.12299006,0.011587497,0.074699126,0.057323206,0.039453875,0.16949198,0.019126475,0.0012335221,0.06399621,-0.060686857,0.012597637,0.05711316,0.104532585,0.063455984,0.022291001,0.013721762,0.048421465,-0.0073795686,0.030965118,-0.040944777,-0.018640328,0.11650142,-0.077240914,-0.026667468,0.005578289,0.03804297,-0.005478375,-0.16965327,-0.085566655,0.24004105,-0.027226206,-0.077728346,-0.06357801,-0.12949526,-0.25100175,-0.10769063,0.12151322,0.014414495,0.13372687,0.055758543,0.1188184,0.035475824,0.012410635,influencer
112,trinity traveler,0.018552884,-0.04774947,0.06302734,-0.0997296,-0.2624835,-0.031450976,-0.31901693,0.19396351,-0.027566561,0.1500439,0.04478401,-0.12093431,0.10924493,-0.0060154814,0.28676802,-0.15776584,0.010225873,0.109990284,0.024728743,-0.18893576,-0.08765765,0.14353096,-0.04121482,0.051810563,-0.074264236,-0.07862442,0.17273605,0.047122825,0.4071291,0.011271903,-0.012313537,-0.028392565,0.007784026,0.17895228,-0.030365411,0.07434218,0.04808336,0.19546922,0.018222062,0.06329581,-0.07858156,-0.03361045,0.07562295,-0.2100909,-0.11332144,0.085809804,-0.05984515,0.22544238,-0.16622719,-0.11023228,0.13973224,0.28051364,0.1072883,0.064448446,0.08087769,0.05480036,-0.045457713,0.25866163,-0.15327466,0.033022527,0.19224162,0.17453064,-0.06648176,-0.034766816,influencer
113,adrian maulana,-0.032793395,0.08101933,0.08147687,-0.16214356,-0.19603696,0.031891156,0.029132705,0.2361134,-0.081442356,0.06472151,0.029215205,-0.14701629,0.2104953,0.1491557,-0.051999275,-0.12351416,-0.042717926,-0.20104216,0.10947281,0.11252889,0.04903189,0.09140818,0.052549314,0.15636306,0.07355577,0.05750377,0.18164566,0.073470935,0.0135428095,0.038150653,-0.11288902,0.031282276,0.14057232,0.014656796,0.14238977,-0.12693362,0.07803132,0.029874109,0.03915286,-0.0065434584,-0.08650911,-0.046847425,0.059016068,-0.10440333,0.021990512,0.051685996,-0.00619239,-0.118296474,-0.10882826,0.03989011,0.34069094,0.038318343,-0.065000355,-0.0061597703,-0.14058426,-0.12521273,-0.13027614,0.1891976,-0.04201717,0.095136836,0.033925354,-0.012761547,0.10133147,0.015539838,influencer
114,backpacker tampan,-0.016463775,0.017390445,0.094108745,-0.1648215,-0.19779532,0.010915469,-0.0019069165,0.19571951,-0.1770587,0.09267871,0.028648308,-0.1666399,0.18609726,0.12773472,0.12541735,-0.09234597,-0.03617453,0.03020938,0.1533401,0.09634818,-0.028693702,-0.008118947,0.008375719,0.14488648,0.07090436,0.06281346,0.09074324,0.06808935,0.098903194,0.064978324,-0.040999155,-0.07060711,0.029293515,0.078865305,-0.009101857,0.0016533685,0.059746012,-0.023565754,0.10748844,-0.010064997,-0.06737909,-0.044485316,0.09459631,-0.1354903,0.009020666,0.05173044,-0.12335281,0.008591119,-0.06352069,-0.09468455,0.23327972,0.037237585,-0.18308404,-0.06052645,-0.043174468,-0.076380804,-0.12455673,0.13949639,-0.11760186,0.1589205,0.1195203,0.019683521,0.10614963,-0.08551908,influencer
115,mira lesmana,-0.14167355,-0.07064733,-0.05802054,-0.10902254,-0.113006845,0.1327972,0.044466093,0.16580246,-0.08182074,0.073569596,0.15261875,-0.16373114,0.107003845,-0.06002394,-0.003534928,-0.031064251,-0.029365651,-0.025506707,0.024840333,-0.06353484,-0.010255575,0.01805589,0.0009415231,-0.033328224,0.064301446,0.098597355,-0.06883516,0.095738605,-0.025018178,-0.034128256,0.06289369,-0.054812945,0.0690426,-0.009056317,-0.02591595,-0.064139545,0.105763346,-0.05126051,0.079786085,-0.09328152,0.028374527,-0.1000728,0.035153523,0.009590106,0.13944674,0.0690648,-0.06373177,-0.12372829,0.13866161,0.094255164,-0.020366399,-0.08007915,-0.102589995,0.002453047,-0.11383452,0.0411542,-0.06282238,0.16876343,-0.008156443,0.11800505,-0.134743,-0.1617913,0.10676618,0.02819779,influencer
116,oki setiana dewi,-0.020213,-0.0020943317,0.032622464,-0.072565116,-0.14253122,-0.00027627207,-0.016694853,0.094007805,-0.112877406,0.045909338,-0.03474949,-0.07105591,0.035770603,-0.088120505,-0.011422524,-0.1122836,0.060671654,-0.105781294,0.13196555,-0.029241953,-0.010895694,0.019025669,-0.13434163,0.08349679,0.0039484883,-0.030628785,0.13487966,0.024028508,-0.031458933,0.030870527,-0.07725133,-0.09247864,0.09630981,0.0666174,0.037129104,0.010248667,-0.0030708187,0.033492282,0.054010093,-0.048587017,-0.054858297,0.036843866,0.06694037,-0.07105534,-0.023146812,0.00036607948,0.005240756,-0.04207989,-0.11885083,-0.025362987,0.06257233,0.06998095,0.0003035344,0.014161045,0.04345885,0.011106809,-0.094520375,0.057334155,0.015369898,0.031022767,-0.03139472,0.010969399,0.0038779909,-0.020905752,influencer
117,jess no limit,0.03722106,-0.011548934,-0.1162214,-0.13537814,-0.14349988,0.21176663,0.057365797,-0.05635473,-0.10884373,-0.045893744,-0.09413311,-0.22671193,0.04157839,0.006473015,0.04868154,0.051166423,0.21236938,-0.05954658,-0.025305357,0.123730496,0.043334387,-0.07830262,0.20593107,0.24464509,0.17560571,0.08635036,0.10910372,0.016092248,0.08382733,-0.0365535,0.0031874147,0.14846332,0.080764085,-0.083750084,-0.06260257,0.0017584793,0.098241396,-0.020748433,0.02494552,-0.10660326,-0.09176311,-0.20777139,0.012658149,-0.004326244,0.0031694977,0.03779658,-0.03979157,0.16591054,-0.020208152,0.014310379,0.05180516,-0.008804726,-0.059509896,-0.10244323,-0.08004107,-0.05693552,-0.049204778,0.041947626,-0.14277905,0.24098343,0.23494837,-0.08653599,0.08686584,-0.11492605,influencer
118,frost diamond,-0.11629735,-0.0795899,0.08349639,-0.008131418,0.012294826,0.060995452,0.04568682,-0.052127786,0.06996727,0.06390429,-0.020821538,0.010792512,0.094379164,-0.021572877,0.010717877,0.096396685,0.03784429,-0.016772375,-0.12603165,-0.041590557,-0.05635526,-0.0110058915,0.04003426,0.010559684,0.07581544,0.015757704,0.012142729,-0.047874775,-0.08352198,0.016122278,-0.038640168,-0.09116663,0.0031158894,0.086794205,0.019699417,-0.07313457,-0.0031032886,0.0070943814,-0.08587383,0.0048373803,-0.08295985,-0.13482739,-0.099076755,-0.116729856,-0.01954842,-0.0920732,-0.047100563,0.088045806,0.087013185,-0.039723497,0.03788425,0.017848589,-0.07449651,-0.0105967,0.10693759,-0.11497766,0.07674743,-0.09159669,-0.07880333,0.19333747,0.09548959,0.10568119,-0.046107776,-0.027266897,influencer
119,miawaug,-0.0897537,0.019594552,-0.009394817,0.023205388,-0.100730896,-0.039319552,0.064082325,0.044036943,-0.22260879,0.103661075,-0.04881303,-0.24124014,0.33036143,0.030505557,0.121327296,-0.1151699,-0.13614446,0.124604404,0.12265432,0.034984708,-0.22980902,-0.01670346,-0.09058292,0.14284493,0.08085528,0.02436721,0.17533746,-0.021929838,0.16096917,0.0053349566,0.010564806,-0.053675175,-0.007211442,0.14522001,-0.030060126,-0.012395496,0.044883147,-0.023916444,0.037711248,-0.022483006,-0.13471639,0.10259721,-0.24446642,-0.30822116,-0.02620596,0.023137461,-0.12092613,0.069856115,-0.16678014,-0.116952114,0.3683254,0.17635855,-0.2482363,0.0122429095,0.12859279,-0.055714868,-0.2452452,-0.05287598,-0.10264041,0.051358372,0.31541258,0.020052748,-0.05999112,-0.16853952,influencer
120,windah basudara,-0.08777167,0.11373946,-0.12325987,0.0082179755,-0.14888427,0.16202116,0.09099361,-0.055833906,-0.57450736,0.07347986,0.015356655,-0.39053142,0.2529196,-0.026090175,0.13371032,0.0559552,-0.04088535,0.09713924,0.047352407,0.12150934,-0.19119476,-0.06621176,-0.19485693,0.10007638,0.04627676,0.25861272,0.1275524,-0.014056589,0.19716129,-0.18647438,0.06676456,-0.076444715,0.024628751,-0.20660758,-0.32039827,0.042222783,0.18744472,-0.20126544,0.17733559,-0.15496229,-0.13440512,-0.039729007,-0.017771471,-0.10978719,0.026398487,0.17590371,-0.11185296,0.0027964106,0.12820226,-0.003112715,-0.13685685,-0.11830759,-0.24729446,-0.048856612,0.0035080349,0.20506921,-0.15105858,-0.027773347,-0.036118608,0.07694152,0.09114605,-0.22456856,0.224396,-0.24643895,influencer
121,jonathan liandi,0.00026067736,0.06651296,0.040940683,-0.171648,0.052568838,0.03319473,0.03281829,-0.070196904,-0.10542158,0.15020484,-0.053366322,-0.17606491,0.16538686,0.15203838,-0.04422532,0.008129038,0.09762876,0.08720352,0.09894416,0.15994182,-0.047082786,-0.0002383854,-0.039678436,-0.031448226,0.053978473,-0.003416582,0.0008219855,0.041645885,0.06301172,-0.044380315,-0.031120159,-0.045742996,-0.076169126,0.080704845,0.0050453963,0.001465587,0.15529597,-0.100331664,0.09263784,0.10290243,-0.09981315,-0.04138945,0.013031518,-0.055487156,0.002234208,-0.053404007,-0.09475729,0.0334349,-0.054900184,-0.042800922,0.1230125,-0.0592792,-0.03751862,0.013510356,0.040785983,0.007060759,0.04328472,-0.07772481,-0.17931649,0.14294258,0.07783574,0.0051780334,0.06355227,-0.10727072,influencer
122,btr zuxxy,-0.2894024,0.26071805,0.008122838,0.15614678,0.63794804,-0.08220416,-0.008153629,-0.7366213,0.22421834,0.065440714,-0.331111,0.11066704,-0.34073627,-0.1865607,-0.39162827,0.4676968,0.36422378,-0.0057413103,-0.465401,-0.30973887,-0.23230755,-0.21280828,-0.33432168,-0.27695876,-0.114655025,0.07120736,-0.23021474,-0.3394791,0.16103797,-0.055154987,-0.0045434777,-0.18580893,-0.09213181,0.13075714,0.15316872,-0.08550076,-0.30758655,-0.111491546,-0.36701852,-0.01404373,0.06168293,0.37411165,-0.045438148,0.5154228,-0.04391419,-0.40706757,0.2783272,-0.008699089,0.28676826,0.17229661,-0.6561628,0.04742942,0.12352748,0.018354816,0.34421474,0.5247885,0.37233168,-0.2418077,0.086151645,-0.31225055,-0.46309304,-0.24032545,-0.27791393,0.034861453,influencer
123,evos reza,-0.3590238,-0.017654449,-0.32871467,0.23075771,0.409589,-0.2663621,-0.19717833,-0.5533564,0.22794305,-0.21447167,-0.17834726,0.18490139,-0.31980544,-0.2984602,0.16061348,0.39596298,0.20647308,0.45421982,-0.2328569,-0.03601501,-0.46918207,-0.4149057,0.015527166,-0.19911492,0.14249894,0.012768236,-0.32930434,-0.26714587,0.5051733,0.15575582,0.010967451,-0.017335841,-0.17007807,-0.053389072,-0.22618032,-0.09363061,-0.5438287,-0.03739125,-0.3429047,0.21404621,0.0455419,0.33421814,-0.43172225,-0.041933708,0.024964493,-0.5250861,-0.048707567,0.31856048,0.16601993,-0.08080703,-0.32837304,0.4293772,-0.014728079,0.111316755,0.77839077,0.47203594,0.02194833,-0.5548182,0.16499837,-0.685614,0.3377328,-0.14905237,-0.38935268,-0.18450442,influencer
124,donkey,-0.012073618,-0.019321252,0.116503,-0.22383344,-0.23735258,-0.18462893,-0.09074431,0.36016935,-0.04277414,-0.19401298,0.13702688,-0.08921097,0.23462033,0.08868851,0.10962172,-0.23414142,-0.14311326,-0.25886512,0.007906618,0.056138065,0.0688072,0.09845555,0.3506117,0.23919633,0.035753693,0.03457105,0.15527761,0.04592286,-0.09051205,0.105740644,-0.11621226,0.034651183,0.07592411,-0.09675327,0.1500159,-0.011823796,-0.21753953,0.050483108,-0.09289439,0.0322364,-0.14141116,0.03902883,0.11368358,-0.050830808,0.25097916,0.24227795,0.12104619,-0.021930698,0.012077067,0.007906856,0.23385264,0.004159384,-0.11290553,-0.078274876,-0.16920099,-0.28065225,-0.18104605,0.12845552,0.08481108,0.015454312,0.08500039,0.25904596,0.21368515,0.21908453,influencer
125,kayes,-0.10874744,-0.009306736,0.065452956,-0.010727661,-0.17111607,-0.03829968,-0.0100209005,-0.059001565,-0.029323678,0.02543864,0.07856417,-0.06800213,0.043956466,-0.061236933,0.014092632,0.13788113,0.16289547,0.06403048,-0.056108087,-0.036162347,-0.13078389,0.02220279,-0.012281712,-0.07839115,-0.06759821,-0.0015389393,-0.072796986,-0.030219253,0.16404834,-0.06621829,-0.07027147,-0.0019047683,0.1079409,0.18828698,0.010609565,-0.076000385,-0.00056923216,-0.10616909,0.014327645,-0.01458486,0.023189522,-0.07435165,-0.112294294,-0.014316298,-0.03153199,-0.093300074,-0.09748499,0.031612266,0.13807392,0.028829927,0.014621645,0.033586107,0.02876814,0.050391957,0.12702672,0.04293789,-0.036268324,0.0019113428,-0.14844838,-0.06570624,0.06473248,0.03318856,0.0289233,-0.034285396,influencer
126,xinn,0.024354193,0.18912318,0.041166987,-0.122281626,0.12308231,0.09651058,0.041969333,-0.037574224,-0.16859153,0.050248995,-0.06538431,-0.2710245,0.107713,0.06428556,0.033000834,-0.11347434,0.104993075,-0.174224,0.08418076,0.12371642,-6.3897576e-05,-0.10390046,0.092528775,0.37872916,0.082780585,0.06336205,0.090703964,-0.017949827,0.06552222,0.03762468,-0.029364284,-0.00818806,0.16143394,0.13315725,0.20788899,-0.06087129,0.15893014,-0.1278297,-0.045159414,-0.13472873,-0.12015116,-0.06132298,0.18827564,0.019377455,-0.048064005,-0.06920494,0.019854432,0.07769723,-0.02193639,0.13298553,0.23591572,0.12042204,-0.1400295,-0.0461508,0.005855571,0.04564354,-0.18701246,0.061022244,-0.12802748,0.12437031,-0.0024633992,-0.07300325,0.074281745,-0.06250403,influencer
127,oura gaming,-0.07677971,0.029298227,0.05484802,-0.13730146,-0.078797385,0.07802577,0.044006996,0.025231045,-0.08357765,0.05862452,-0.076568425,-0.092041135,0.08511217,0.11738579,-0.07611659,-0.06608229,0.049205605,-0.09629592,0.0009996864,0.11376457,-0.08061094,0.019472133,-0.0108568985,0.12247472,0.07976069,0.0039341305,0.09974699,0.0157453,-0.033831097,0.06302055,-0.094063774,-0.10399619,-0.020878538,0.1089643,0.1103622,-0.07480195,-0.027056107,0.022119641,-0.036618914,-0.040744312,-0.066996306,0.031919237,0.060310762,-0.06808311,-0.026205655,-0.079127386,-0.01387318,-0.03819885,-0.03586182,-0.09047246,0.23208289,-0.004215381,-0.12076178,-0.026497673,-0.030131867,-0.031973932,0.023844857,-0.048214205,0.004663926,0.10416248,-0.004506768,-0.00019407028,0.06648095,-0.012734623,influencer
128,btr luxxy,-0.17381212,0.04785277,0.004196774,-0.21560875,-0.011500091,0.08357458,0.052637715,-0.039080232,0.057366643,-0.0052737747,-0.035780028,-0.31727347,0.23963018,-0.022386987,-0.16752742,-0.040265657,0.15670052,-0.19891417,0.046183463,-0.042768463,-0.009789167,0.056202333,0.018046696,0.029134583,0.0665665,0.19972269,0.060685605,-0.05104027,0.040403254,-0.024987932,-0.08279826,-0.15941486,0.22938779,0.14115156,0.22641224,-0.05801891,0.21652487,-0.137072,-0.085167736,0.04826599,-0.006113799,-0.12142183,0.0008694916,0.1706945,0.015389764,-0.08737643,0.082698226,0.06801972,0.07273112,0.37246674,0.07272938,0.023696221,0.007138624,0.034951903,0.005894933,-0.020739377,-0.025582377,0.23489198,-0.15374658,0.18080872,-0.14673926,-0.15853411,0.11037494,-0.0039284616,influencer
129,leokoce,0.037467808,0.11145663,0.09113696,-0.080647394,-0.09254888,-0.03068326,0.035821255,0.043618325,-0.16623716,0.0820237,-0.014580173,-0.100868374,0.12250386,0.06861051,-0.08307707,-0.090146944,0.018992301,-0.10699836,0.15464562,0.1136314,0.002374642,0.10714652,-0.08582924,0.047677394,-0.062388416,0.035059236,0.14114645,0.006209053,-0.0046103233,-0.05163379,-0.08181919,-0.045919575,0.027769811,0.021930061,0.10130918,-0.07473754,0.052332006,-0.010472747,0.03767011,0.09749465,-0.014013798,0.028135331,-0.053296886,-0.037837718,-0.070913695,-0.015323027,-0.0017408595,-0.044199795,-0.038225036,0.030475255,0.23756102,-0.010376901,-0.010354628,0.07090158,-0.010915048,-0.01888236,-0.06349006,0.07100545,-0.095559455,0.12747352,0.014784548,0.03551593,0.07114349,-0.04098568,influencer
130,sarah viloid,0.0020680213,0.13018689,0.06639398,-0.1501683,-0.08964153,0.21524577,-0.046170782,0.05742474,-0.21448301,0.055627648,0.051544297,-0.16813678,0.056553293,0.06524117,0.03223347,0.033031207,0.09319398,-0.03490238,0.016491257,0.095301285,-0.025923988,0.07042648,-0.114602044,0.18849942,-0.040866066,0.034526665,0.019431032,-0.009509677,0.06782108,-0.031006327,-0.090846136,-0.07330528,0.015323438,0.043214407,0.12777756,-0.012105394,0.06975682,-0.101574615,0.071604855,0.01131786,-0.112322375,0.014253013,0.103796944,0.047162913,-0.03973836,0.028262582,0.03988917,-0.022582151,0.047528137,0.051508836,0.07556969,0.04013654,0.032698274,-0.031156786,-0.00010237182,0.08126333,-0.121312365,0.051865496,-0.14848557,0.045888722,-0.032003716,0.0224987,0.07888898,-0.0062327064,influencer
131,rekt,0.0007663469,0.13077648,0.04458883,-0.12147571,-0.045379013,0.13821131,0.052030355,0.0610401,-0.112886146,0.07824281,-0.0022572977,-0.2227828,0.18246917,0.22627753,-0.115945145,-0.053128205,0.063326836,-0.12098631,0.03435503,0.1905443,-0.0009434375,0.063197576,0.01802049,0.16293031,0.04090343,0.023080178,0.08090458,0.024686158,0.07848636,-0.0066919364,-0.10993381,0.012897945,0.031930037,0.049164504,0.17957789,-0.118142515,0.08493637,-0.014430907,0.021446291,-0.010959103,-0.09175026,-0.008065776,0.06865163,-0.06590286,0.024293337,-0.065278426,0.04806318,-0.049182057,-0.023015156,0.032926843,0.31969386,0.020684995,-0.06765641,0.013988771,-0.07057798,0.0014621455,-0.005066431,0.08187135,-0.04915002,0.074375324,-0.007449928,-0.075738505,0.08502482,0.007620984,influencer
132,hanan attaki,-0.15191726,-0.05787941,-0.11810651,-0.11590682,0.033671677,0.11196552,0.12881653,0.03115939,-0.14379339,0.029777821,-0.19431457,-0.07958768,0.14868844,0.031972453,-0.08285657,-0.100997455,0.13303164,-0.12146146,-0.019549232,0.05663038,-0.052130982,-0.026698574,-0.02478971,0.010592239,0.103254676,0.012845259,0.06155986,0.030749205,-0.07846087,0.049826015,-0.01597857,-0.102618426,0.107613295,-0.017268457,0.11593927,-0.011179185,0.018873135,0.0841942,-0.086188495,-0.08737385,-0.098277085,0.08981094,0.12735328,-0.0066992426,0.061208203,0.014278329,0.14935404,-0.013903942,-0.063066825,-0.04308839,0.030913152,-0.036099203,-0.095341265,-0.17750993,-0.027800702,0.020640124,-0.002645691,-0.027907286,0.07714239,0.03562481,-0.0717947,-0.11044876,0.010554273,-0.012785194,influencer
