,influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
0,ayu tingting,-0.044680543,0.023118917,0.061681252,-0.08128246,-0.006732998,0.13396141,-0.007405244,0.013853844,-0.082285374,0.23203792,-0.02544955,-0.06833643,0.025412034,0.20167041,-0.10306756,-0.0745042,0.061932884,-0.024322085,-0.13604385,0.112384275,-0.012929447,0.16108704,-0.021780808,0.023528451,-0.017453313,-0.115733325,-0.032070234,0.041563034,-0.026568353,-0.08615655,-0.032982133,0.0016143922,-0.2610135,0.029499665,0.06686199,-0.13937193,0.0009881202,0.0073426897,-0.043528043,-0.027319204,-0.07705019,0.07190168,0.09932504,-0.019441817,0.03213103,-0.02818999,0.091078654,-0.1338664,0.03238701,-0.18404247,0.16687958,-0.18018913,-0.039063256,0.03796287,-0.11542313,0.14939067,0.1901432,0.03373439,-0.055006422,0.22396007,-0.15566,0.0030392734,0.09919314,-0.0071826987,influencer
1,atta halilintar,-0.067033336,0.06813483,0.06287088,0.19946179,0.1895714,0.117988385,0.038466025,-0.2358367,-0.052363455,0.11575853,0.002729848,-0.106748596,-0.031900954,-0.03107066,-0.12979129,0.039558712,-0.018060103,0.031061549,-0.1221976,-0.05398062,-0.16615188,-0.005009803,-0.16691256,-0.03669235,-0.14395088,-0.0072092754,0.041370682,-0.13692814,0.0126521755,-0.09919812,0.037107643,-0.08188248,-0.08981556,0.016119216,-0.06138432,-0.1486723,-0.11143465,0.061933927,-0.05024028,-0.07746986,0.029288452,0.085603565,-0.022464655,-0.11884774,-0.04426036,-0.13473025,0.03514997,-0.093824744,0.025869444,-0.08052692,-0.009731671,-0.008836359,-0.17085724,-0.04336654,0.083178416,0.14573556,0.082854785,-0.16110116,-0.070525855,0.008884728,-0.13656273,0.04315526,-0.13064124,0.0073152687,influencer
2,prilly latuconsina,-0.0529764,-0.10366933,0.023778379,-0.03402979,-0.11899124,0.058547758,0.06886466,0.09378132,-0.029372832,0.1407138,0.016994312,0.17649905,0.083147444,0.10389866,-0.10322756,-0.11539452,0.026744135,-0.029522967,-0.05599153,0.142707,0.10670598,0.022415861,0.013901843,-0.04001922,-0.06004262,-0.079389244,-0.029171966,0.11105564,-0.22792704,-0.014146257,0.06522505,-0.0053552184,-0.094271064,0.014439042,0.16377538,-0.13083068,0.02983535,0.20387846,-0.103772044,-0.17812091,-0.12308204,0.19689241,0.019619286,-0.10960666,0.017872997,0.09945328,0.18904713,-0.17160536,-0.0020327133,-0.3615068,0.15256715,-0.178727,-0.0074951537,-0.058159616,-0.2878495,-0.010300759,0.14865522,0.04566425,0.03778413,0.21255161,-0.036115676,-0.03461562,0.04773661,0.055129483,influencer
3,raditya dika,-0.097803414,-0.1029944,-0.010808069,-0.08090437,-0.15117446,0.02614437,0.051483177,0.1041293,0.115759686,0.056370616,0.013369098,-0.056864243,0.08240784,-0.04313992,-0.023303386,-0.16912228,-0.046662718,-0.17043851,-0.02474226,-0.11455448,-0.04518121,-0.06092485,0.18579304,-0.04636717,0.14979988,0.014267304,0.31710115,0.072974324,-0.09740922,0.023923678,0.03062741,0.03244359,0.08573487,-0.12123442,-0.19150314,-0.17426926,-0.1373966,0.30211025,-0.107728645,-0.09365561,0.003292123,-0.038007036,-0.0013433984,-0.20221731,0.070537396,0.11427492,0.0077622114,0.047880575,-0.08024515,-0.10379772,0.18594417,0.020331891,-0.25271794,-0.14437106,-0.21456254,-0.19280967,0.071192145,0.109584026,0.015218928,0.36243546,0.18080015,-0.03899666,-0.05329414,0.009061004,influencer
4,iqbaal ramadhan,-0.04253027,-0.09596522,0.1346952,-0.07936624,-0.2800656,0.10905591,0.15527384,0.051775515,-0.15478525,-0.3316506,-0.0913489,-0.12864861,0.28238052,0.32975084,0.18286893,0.16287486,0.06493145,-0.19509375,-0.12798816,0.2432394,-0.14528784,0.15525572,0.18067712,0.58704466,0.010300178,-0.054721497,-0.1721265,0.057765394,-0.079083376,0.20054057,-0.20934731,0.25185698,0.01868549,0.3034261,0.6442039,0.05447691,0.023057416,-0.5032936,-0.17286676,0.09375225,-0.012275537,-0.09682471,-0.14165732,-0.19837253,-0.08125459,-0.17089078,-0.019357223,-0.14259599,-0.07303631,0.17584041,0.54220307,0.12303937,-0.11448169,0.04206131,0.10296923,-0.3822575,-0.14264712,-0.08616665,0.04836694,0.10025701,0.16724707,0.23783895,0.11787686,0.08610836,influencer
5,michelle ziudith,-0.23177549,0.06827645,-0.38234323,-0.016718708,0.44098213,-0.16179186,-0.23525026,-0.41983223,0.19095385,-0.14274697,-0.09891844,0.015604567,-0.16226347,-0.17749166,0.056158394,0.16327658,0.16250034,0.122879624,-0.16227,0.028583024,-0.3710221,-0.4116866,0.0039579086,0.0004350692,0.25188452,0.04553248,-0.19640785,-0.23414978,0.2577429,0.19903217,-0.04312584,0.0517859,-0.013387109,-0.15327269,-0.052064538,-0.15946367,-0.35455626,-0.024898143,-0.26501265,0.2696879,-0.039320808,0.3281598,-0.23482534,0.08214706,0.1071501,-0.3816474,0.11149992,0.11148012,0.07869846,0.14533438,-0.1491153,0.37866908,-0.07537858,0.11000698,0.45878565,0.4191878,-0.05655458,-0.46222267,0.23839585,-0.44721743,0.19193478,-0.26145807,-0.29864162,-0.08569959,influencer
6,chelsea olivia,-0.14086959,0.123179644,0.0055755703,-0.033680532,0.033099703,0.060149275,0.14699475,0.0344429,-0.017339882,0.03423594,-0.09080677,-0.19350275,0.053524334,0.009687196,-0.24254954,-0.10863399,0.018172946,-0.28282428,0.118674114,0.0787064,-0.0027160682,-0.043452084,-0.022635542,0.077679366,0.046355642,0.14684701,0.13858199,-0.0026490488,0.038929794,-0.05370321,-0.14002305,-0.14620079,0.18368891,0.015918799,0.13935786,-0.19943658,0.048392262,-0.01749895,0.0337836,-0.100628175,-0.076574616,0.05555792,0.02770767,0.13062592,-0.017563805,-0.040063884,-0.011283525,-0.08449441,0.14131007,0.18101475,0.033610955,0.0032342135,-0.06282438,0.009067073,-0.025873907,0.15089788,-0.03479642,0.11642559,0.012603721,-0.06357965,-0.15671821,-0.14209478,0.103941515,-0.07527043,influencer
7,dinda hauw,0.019302659,0.1372988,0.044038884,-0.122384,0.1133621,-0.012861529,0.022855977,-0.111052595,-0.105974406,0.12306315,-0.08138342,-0.18434364,0.15670188,0.10233289,-0.067540415,-0.042385668,0.119906485,0.016681548,0.19156891,0.14545345,-0.07075508,-0.0035106249,-0.12888697,0.057953097,-0.0045553856,-0.02436343,0.01833772,0.0052237133,0.08882165,-0.015196186,-0.10052153,-0.077703625,-0.06700993,0.13922985,0.0701312,0.0042018658,0.100602895,-0.073223755,0.10828188,0.110283956,-0.030259391,0.07055687,0.012932949,-0.06324797,-0.009988836,-0.121432975,-0.019402802,0.008035289,-0.07665495,-0.00572757,0.17399868,-0.0061426125,0.020313445,0.033809125,0.09286873,0.08654005,-0.0037082303,-0.07234968,-0.18303612,0.0846578,0.038549207,-0.016301688,0.063084684,-0.09616658,influencer
8,lyodra ginting,0.06619266,0.031921685,-0.033057183,-0.07657375,0.25175023,0.06893726,-0.040582277,-0.15655646,0.16693793,0.17669308,-0.123815015,0.31801313,-0.045072436,0.11587035,-0.007795209,0.1220412,0.15401195,0.10441159,-0.0009104379,0.095516086,0.12913258,-0.055292323,-0.00388879,-0.07208822,-0.102834105,-0.059434,-0.26149225,-0.06460273,-0.061047394,-0.020846369,-0.03634326,0.16695842,-0.028477646,0.16541088,0.22093523,0.037728816,0.077074535,0.15902598,0.094341114,0.00781259,-0.012239908,0.028183779,0.036314826,-0.034094557,-0.100145966,-0.04614304,-0.016227486,-0.18579264,-0.08540322,-0.24131238,-0.09073011,-0.11661309,0.31306598,0.06721373,-0.024169225,0.111878484,0.058297113,-0.111900106,-0.035127163,-0.16014758,-0.08799936,0.023351796,-0.03735458,0.101692885,influencer
9,gisella anastasia,-0.053621136,-0.021223385,0.0075474354,0.06344335,0.07890499,0.11974801,0.05670277,-0.09361167,-0.099650845,0.121864654,-0.06421579,0.1210149,-0.029654475,0.07658099,-0.13395719,0.03443013,0.18663262,0.06951356,-0.03386586,0.13324633,0.080329016,0.05106727,-0.046546213,-0.059583127,-0.11081838,0.010375397,-0.12853573,0.013942875,-0.065280885,-0.103896946,-0.009519398,-0.027536139,-0.09108052,0.0029722452,0.1007198,-0.06879495,-0.051736876,0.03991378,-0.094994485,-0.17368159,-0.12519583,0.1733318,0.00085224916,-0.029276166,-0.065500125,0.039957464,0.07624087,-0.14265484,0.14538941,-0.31702086,-0.037579544,-0.20830801,0.028238336,0.015110437,-0.06403637,0.20831616,0.20972079,0.021734249,0.050041914,0.048745677,-0.20688653,-0.049098913,0.03656453,0.02922536,influencer
10,natasha wilona,-0.072712034,-0.064976536,-0.023011886,-0.14983407,-0.18167965,0.13036461,0.008562387,0.11810857,-0.10443814,0.15097246,0.012107108,-0.10745853,0.21731162,0.11062755,-0.030651238,-0.1012196,0.08410695,0.03676951,0.0022658494,0.1497325,-0.026571536,0.08383328,0.010857256,-0.008435317,0.073691376,-0.0043248245,-0.022598974,0.13436365,-0.05719255,0.040417723,-0.01992469,-0.10661187,-0.058605604,0.02825874,0.026389044,-0.04996612,0.13144338,0.03073449,0.00086581986,-0.06490116,-0.051467165,0.01941098,0.00663166,-0.14001378,0.11240478,0.07488759,0.023230802,-0.039134704,0.061623637,-0.12470476,0.24536473,-0.10591647,-0.1043192,-0.034888618,-0.14085467,0.022970386,0.12515332,0.08766292,-0.0805601,0.2899162,0.024077125,-0.17768705,0.16412622,-0.026857685,influencer
11,ariel noah,-0.13721478,-0.13532537,-0.047733203,0.0057081785,0.060811147,0.06355104,-0.09395526,-0.10662104,0.19146642,0.03828501,0.051183198,0.06289489,0.06687065,-0.18679842,0.042263456,0.10272429,0.07597986,-0.08529667,-0.124859154,-0.09384765,-0.07603623,-0.048826322,-0.04302707,-0.047091007,0.020324249,0.05883667,-0.011271378,-0.050337,-0.021040425,0.077607036,-0.08036882,-0.07048467,0.09113168,-0.079060435,-0.092035204,-0.09330901,-0.009994782,0.08319009,-0.088254414,0.1393727,0.002028857,-0.12895152,-0.052173495,-0.103540055,0.013775665,-0.08940684,0.107212394,0.0256432,0.055066057,-0.006049471,-0.1371962,0.03684721,-0.064939,0.0020299642,0.12517092,-0.04139547,0.04098554,-0.11138182,-0.12846206,0.17697471,0.058543466,0.1265941,-0.10691466,0.028055683,influencer
12,cinta laura,0.04457015,-0.29702958,0.10953581,-0.1928114,-0.3919248,0.29829696,-0.35954478,0.08563574,-0.14450778,0.0103981495,0.18062553,-0.14609577,0.3622083,-0.040788025,0.14697905,-0.33596438,0.25169405,0.011364449,-0.1643833,0.118341096,0.10886039,0.5263029,0.2388157,0.010994928,-0.21203634,0.034970157,-0.12568444,-0.033169005,0.0773037,0.09130761,-0.33446068,-0.28777406,0.07726911,-0.08096601,0.011305305,0.17126112,-0.0112681445,0.2719049,-0.25661367,0.056380868,-0.15739372,0.10828633,0.19167322,-0.1822731,0.16817044,0.17154905,0.41186064,0.12220723,0.14652045,-0.19357777,0.02158485,-0.056327455,0.011774233,0.14389586,-0.13211694,-0.07806203,0.113087304,0.509727,0.09519479,0.3005105,-0.2430157,0.1575529,0.17195103,0.1691244,influencer
13,felicya angelista,0.086109,-0.3075615,0.0052457014,0.122353435,-0.10487184,-0.011493777,0.042524632,-0.055198118,-0.27135497,0.08307694,0.045720354,0.14361362,0.06979054,-0.011326653,0.03725057,-0.11236939,-0.03497418,-0.0060776295,-0.010198427,0.017116923,0.08476827,-0.081334546,0.036870267,-0.19062375,-0.009127456,0.09930661,-0.0722018,-0.06985442,-0.049838558,-0.10104741,0.07467943,-0.059933737,0.05306314,-0.16822046,-0.22574103,-0.084426686,-0.02192647,0.1722506,-0.02242705,-0.08078842,-0.08666767,-0.01306143,0.052274093,-0.16698015,-0.02475145,0.017417135,0.011205568,0.062178947,0.15462749,-0.34477073,-0.21040535,-0.071079805,-0.20141909,-0.101705685,-0.020682856,-0.020760648,-0.027187616,0.048043005,0.03777428,0.27370232,0.014935527,0.12359623,0.057726372,-0.10691879,influencer
14,indra bekti,0.13736068,-0.1746845,0.47059214,-0.4117326,-0.2691878,-0.20363066,0.30770668,0.4483252,-0.73134315,-0.23362297,-0.099647745,0.07533319,0.4823256,0.16781488,-0.057510514,-0.24221829,-0.031369977,-0.5721521,0.50552523,-0.24368933,0.07936041,0.16310853,-0.45286137,0.07256874,0.013946092,-0.01557431,0.0012778575,0.16011387,-0.5954492,0.19573694,-0.06561713,-0.33145258,0.28393853,0.37087005,0.68765116,0.14064926,-0.026198635,0.034351982,0.0028006937,0.14646737,0.13352385,0.5059142,0.10867039,0.22636461,-0.11492592,0.1679939,0.49271783,-0.43232775,-0.24120155,0.029883523,0.35664964,-0.08166389,-0.03290926,-0.30268186,-0.30564463,-0.5382513,-0.33860534,0.3867518,0.08412645,0.72949874,-0.1960457,-0.0401978,-0.05164598,-0.058784097,influencer
15,rizky febian,0.13047981,0.32798237,0.14856833,0.1563562,-0.08526935,-0.0078034587,-0.10469587,-0.28642884,-0.13303527,-0.115739636,0.14758275,-0.08486394,-0.06358287,-0.1867666,0.0817991,0.048810136,-0.119477585,-0.28117025,-0.04075999,-0.06272903,-0.029706335,-0.115646586,-0.12057647,0.1672089,-0.20629564,0.24041653,0.37866035,-0.2475155,-0.17151724,-0.042503126,-0.13047181,0.1384686,0.10904679,-0.18799198,-0.12469103,-0.074122086,-0.24775004,-0.01528526,-0.0040952014,0.087616354,0.02550773,0.050129727,-0.11567391,-0.043018352,-0.24528757,0.06685597,0.0274623,-0.14201954,0.074847996,0.22301228,-0.15011962,0.058084622,-0.10537915,0.055188637,-0.122026816,-0.08624965,-0.35097688,-0.1710233,0.044305377,-0.045810863,0.032041892,0.272341,0.15381242,0.036913473,influencer
16,tasya kamila,-0.061186146,0.028101772,0.013546164,-0.013471272,-0.040887874,-0.0015023848,-0.005521746,0.0006140415,-0.13465156,0.08630404,-0.07716069,-0.0526047,0.089479,-0.004588824,-0.018922433,-0.15762049,0.03608633,-0.0712201,0.08149359,0.063677385,-0.0032160543,0.06427877,-0.0655328,-0.027603619,-0.08365376,-0.0015268086,0.10914621,-0.029778503,-0.014965006,-0.013633419,-0.0067464155,-0.15810119,-0.04603403,0.012293337,-0.005497601,-0.037122488,-0.07780733,0.046084322,-0.028967202,-0.026896844,-0.04363752,0.13593292,0.103255026,-0.06333017,-0.046016786,-0.030330636,0.034395784,-0.0057522487,0.031400733,-0.099391475,0.10057237,-0.010686434,-0.017098432,0.015032902,0.06822478,0.06256283,-0.026129019,0.08732808,0.0287456,0.031708483,-0.17217971,0.029230744,0.056401305,-0.0060100798,influencer
17,alexa belvana,-0.28080088,-0.007448493,-0.301599,0.07451499,0.37019145,-0.19908366,-0.10255707,-0.50975263,0.06452577,-0.15809485,-0.23632555,0.087214865,-0.15533975,-0.13265988,0.041212745,0.19235778,0.13265795,0.24329251,-0.22291416,0.058988377,-0.38841367,-0.42006022,-0.04341027,-0.078040674,0.1947771,-0.030353548,-0.10577034,-0.24650583,0.27972597,0.21480507,0.03636013,-0.025573216,-0.24068056,-0.12495265,-0.10532225,-0.07361433,-0.5052842,0.13920307,-0.37102365,0.21959582,-0.026804388,0.4701831,-0.2821368,-0.10595451,0.06971006,-0.4650333,0.20265919,0.27418917,0.0044494877,-0.15853035,-0.09875661,0.34827635,-0.11310564,0.015052989,0.5243627,0.30205175,0.04839679,-0.5649395,0.33207822,-0.4773119,0.3614349,-0.15058443,-0.36388117,-0.112438306,influencer
18,ayla dimitri,0.0054235356,-0.08790034,0.16839921,-0.12561558,-0.26083404,-0.148431,-0.12745441,0.16386601,-0.0012085647,0.06586897,0.13306364,0.089988664,0.22650221,0.07259346,-0.033143163,-0.21668717,-0.18701398,-0.20684236,0.020154048,0.16315529,0.04581897,0.13161358,0.1041064,0.071527064,0.023792751,0.07453586,0.19213888,0.01610758,-0.16672367,-0.014318302,-0.1598325,0.03453607,0.040026754,-0.15258227,0.05902756,-0.36708808,-0.028635776,0.19511697,-0.16477574,0.29024214,-0.041827053,0.14469652,-0.1754086,-0.110442884,-0.038787607,0.17127118,0.10146852,-0.1967741,0.031654894,-0.017574439,0.45669597,-0.08733348,-0.18542947,0.11470194,-0.31389266,-0.1546605,-0.054246627,0.034262594,-0.042265102,0.48458892,0.19507535,0.12028894,0.098039135,0.01787826,influencer
19,valerie pola,-0.051398546,0.33786803,0.09766678,0.25570977,0.54507816,-0.07277161,0.03385719,-0.7081602,0.06286205,0.21567142,-0.2132081,0.1685943,-0.34793139,-0.061581556,-0.29336536,0.47016573,0.22270423,0.10818882,-0.33696124,-0.053792436,-0.16476144,-0.23887959,-0.350985,-0.1563088,-0.256248,-0.039209284,-0.09379944,-0.26690745,0.058387026,-0.09240342,0.047840305,0.019803537,-0.2989552,0.003447474,0.13849545,-0.06400758,-0.36356202,-0.007585112,-0.13498086,-0.009212235,0.11990665,0.33018884,-0.08708328,0.15886481,-0.050272685,-0.48663527,0.20696071,-0.105449155,0.15796378,-0.12438209,-0.3843463,0.0658014,0.14577256,0.13027304,0.28514934,0.4545395,0.25882638,-0.37948442,0.1284592,-0.39949268,-0.2913002,-0.0043163225,-0.25993592,0.03888073,influencer
20,sarah gabriella tumiwa,0.05496607,-0.06456169,0.21074677,-0.15643248,-0.079089925,-0.08891623,-0.011956792,0.09984213,-0.045020305,0.06759034,-0.04383329,-0.009623365,0.12138736,0.12901081,-0.05395563,-0.1655778,-0.08655986,-0.16698301,0.041955113,0.045997612,-0.016595425,0.09864326,0.025163714,0.10621381,0.06414578,-0.009317957,0.22952496,-0.04376332,-0.062437758,-0.007553289,-0.14869666,0.007870107,0.04355052,0.048036225,0.10057208,-0.1432032,-0.063255176,0.20558965,-0.107550085,0.21378386,-0.01507988,0.083555706,0.04341693,0.007947305,-0.07958723,0.035853557,0.09802778,-0.0046895086,-0.19329482,-0.042598926,0.3476658,-0.020071689,-0.11639565,-0.06553936,-0.121818334,-0.20530197,-0.026138885,0.013448434,-0.07231678,0.3427925,0.15577003,0.19553648,-0.053469867,-0.030983206,influencer
21,tiffany regina,-0.09287186,0.029685348,0.19416004,-0.22859433,-0.09661738,-0.047946002,-0.06399203,0.03935214,0.15162145,0.04072682,0.013392283,-0.019886073,0.17868881,0.08632861,-0.07209055,-0.055950373,-0.02577224,-0.22608954,0.068393804,0.055375487,-0.00735051,0.124476075,0.10550411,0.16790757,0.12273979,0.059696093,0.30271035,-0.091314,-0.1187695,0.122580014,-0.24323349,0.014445111,0.098600596,0.076436676,0.15496263,-0.23290446,-0.09601173,0.14719114,-0.15481663,0.2562309,-0.0058327783,0.0018937415,-0.062462743,-0.11715852,-0.11299973,0.020980153,0.06714985,-0.04458126,-0.071939774,0.0936067,0.45781124,-0.035446282,-0.053713225,-0.008993248,-0.08597888,-0.21155731,-0.025880236,0.005427257,-0.15177642,0.29566962,0.1663244,0.16297618,0.048376746,0.068698496,influencer
22,vili su,0.023986721,-0.07904434,0.2038961,-0.13475704,-0.08791332,-0.020386942,0.05302666,0.074678585,0.023373436,0.1664611,0.022524217,0.0015651914,0.18728922,0.17468688,-0.044995103,-0.06619598,-0.11203292,-0.14328475,0.034849666,0.21031615,0.028238392,0.0059345113,0.11495901,0.16480702,0.07564105,0.07853715,0.15793945,0.037034884,-0.07744342,0.0075656893,-0.17149726,0.068946466,0.04890404,0.011047664,0.17619869,-0.20992877,0.038709275,0.09893456,-0.05868697,0.17518899,-0.011534987,-0.057557505,-0.0885005,-0.110263504,-0.05806467,-0.01620089,-0.02042687,-0.07344459,-0.09609103,-0.07232435,0.38849026,-0.022852827,-0.15425429,0.037513085,-0.14390323,-0.20139834,-0.04640295,-0.06014066,-0.14323041,0.3010324,0.22667688,0.22776565,0.03229461,-0.025176682,influencer
23,claradevi,0.005926093,0.06387824,0.22274762,-0.053016927,0.024831831,-0.14344406,0.06011586,0.02698093,-0.059174664,0.13428923,-0.008688899,-0.01925078,0.04770366,0.050522495,-0.11847867,-0.0021607778,-0.020696213,-0.10022226,0.08465819,0.024541449,0.022592023,0.020813094,-0.0076264516,0.019927654,0.019416112,0.004008288,0.13084614,-0.026608512,0.020340096,-0.10230714,-0.08957054,0.019454975,0.06283914,-0.008460826,0.049864255,-0.23163363,0.050221436,0.023870245,-0.037696816,0.18106304,0.003092196,-0.025086444,-0.064790145,0.0061595947,-0.02358687,-0.00077125063,-0.008366547,-0.032840803,-0.018094245,0.10558672,0.21034095,-0.04093607,-0.05687394,0.026570857,0.011193263,-0.014202828,0.02971869,-0.0012434958,-0.16622971,0.23165558,0.13791668,0.012205806,-0.030407442,-0.054924786,influencer
24,yumi kwandy,-0.14374655,-0.041082993,0.25097492,-0.30428392,0.03437386,-0.31099695,-0.009865683,0.33709788,0.12702452,0.11854853,-0.1378892,-0.12754303,-0.031289216,0.2217221,-0.16869855,-0.3803575,-0.261252,-0.44561106,0.15165184,-0.11496247,-0.065665945,0.03348823,-0.13360201,-0.19297282,0.04156027,-0.09614506,0.32863307,0.25628608,0.041455895,0.042877868,-0.03606869,-0.14978124,-0.042070847,0.11473593,0.22810915,-0.16179505,-0.071756184,0.12576732,-0.11751287,0.28688383,0.19970617,0.065687574,0.11939348,0.04600703,-0.06506802,-0.08797047,-0.04089151,-0.07301421,-0.24944007,0.07117955,0.33396673,0.22965413,-0.19211301,0.017970346,-0.10341825,-0.14819,0.084527135,0.23164734,0.023734244,0.19908823,-0.109888315,0.24050236,-0.17573783,0.033614732,influencer
25,fadhilah razak,-0.10777807,0.19229731,-0.040711828,0.3854281,0.5851001,-0.07268247,0.01747706,-0.6991059,-0.12351307,0.09593835,-0.29703137,0.24050775,-0.5251368,-0.2513408,-0.18077329,0.51217943,0.40632364,0.24984348,-0.30412906,-0.2595326,-0.17639771,-0.26718825,-0.40670925,-0.31569472,-0.2994932,0.0084857745,-0.18558568,-0.2612869,0.33227605,-0.26203108,0.234849,-0.09748649,-0.07789202,-0.09847313,-0.105169766,0.0037929139,-0.33811444,0.033032857,-0.24530649,-0.17777573,-0.05277604,0.22712082,0.03545917,0.31538564,-0.091718465,-0.36063546,0.0433968,0.073320806,0.17063437,-0.13787737,-0.8194312,0.08379151,0.056771934,0.021572702,0.4076637,0.6010215,0.27943787,-0.30917996,0.17019893,-0.5017225,-0.36583823,-0.029508838,-0.43907058,-0.09757689,influencer
26,jessica charis,0.030853761,-0.0009322261,0.18385786,-0.13084064,-0.1349315,-0.04270041,-0.0017281333,0.12617883,0.053715758,0.07414924,0.023742076,-0.039930828,0.2096421,0.15033418,-0.031088997,-0.05619768,-0.12866749,-0.20897177,-0.040637035,0.06802903,0.029664118,0.08686617,0.11002922,0.1742505,0.10690327,0.016030842,0.21446998,-0.008473188,-0.035130918,0.0032819821,-0.12752165,0.13897258,0.09045517,0.024307959,0.16396399,-0.2325745,0.023505569,0.147086,-0.09302533,0.17644665,-0.0295098,-0.053586967,-0.035832964,-0.055810977,-0.013189539,0.018208997,0.07332364,-0.06404889,-0.1296868,0.08340539,0.45938534,0.026391966,-0.06914778,-0.018747926,-0.15897577,-0.22417435,-0.07022786,0.053319883,-0.112886816,0.32154825,0.22278863,0.123866245,-0.016720189,0.004307047,influencer
27,evelyn ramli,0.07908028,0.1522387,0.28527522,-0.12539035,0.037403848,-0.16134942,-0.03091721,-0.015800785,-0.02025868,0.04203116,-0.030441042,-0.1150846,0.12168516,0.10723934,-0.027494216,-0.025763754,-0.024994224,-0.23541623,-0.021129057,-0.10014454,-0.049373522,0.016605219,0.022439532,0.16001046,0.021113973,0.022051087,0.33067912,-0.1418985,-0.029124461,-0.08256376,-0.16523552,0.021165285,0.13070911,0.052924193,0.08657211,-0.11443835,-0.027521327,0.1171186,-0.1259931,0.23239365,-0.10249004,-0.03565099,0.00974762,0.0051663597,-0.07418296,0.0035248278,0.11893586,0.03872048,-0.18881154,0.1272547,0.22062713,0.09195261,-0.06468143,0.0006753467,-0.0820843,-0.18277292,-0.048716426,0.019383695,-0.11077267,0.25489736,0.12301468,0.14745265,-0.06931865,-0.05525473,influencer
28,aurel oriana,-0.060286734,0.25294715,0.02450464,0.1789171,0.54506636,-0.13638681,0.021617863,-0.638929,-0.07395351,0.13382798,-0.26267284,0.14655681,-0.3242752,-0.18031022,-0.32217348,0.31087577,0.2694376,0.030661969,-0.22993962,-0.24788553,-0.18457794,-0.28669345,-0.45597723,-0.13359952,-0.17036657,-0.0747348,-0.07506162,-0.26306784,0.11415923,-0.05729088,0.014276067,-0.11327789,-0.16051447,0.008844171,0.052713294,0.003681779,-0.38064212,0.08495153,-0.20237173,0.009814737,0.010061389,0.49421358,-0.032528818,0.2594497,0.025491195,-0.3317265,0.3400465,-0.07085262,0.05134559,-0.107082844,-0.5074319,0.1095521,0.069641754,-0.0199855,0.30042848,0.4368457,0.16866931,-0.36647376,0.20878336,-0.36175653,-0.23166242,-0.048624337,-0.40031707,-0.009101968,influencer
29,angel tamara,0.03646747,-0.099487185,0.16974735,-0.19278547,-0.21401884,-0.10347746,-0.101021,0.21024299,0.06630692,0.09940089,0.04971919,-0.046827435,0.24173349,0.12711936,0.020473072,-0.18447587,-0.12851512,-0.18523583,0.042036206,0.06898832,-0.021706818,0.09746182,0.10629545,0.14886771,0.1497527,-0.054109596,0.21228871,0.059406545,-0.06216376,0.05186285,-0.1904113,0.01988704,0.06437827,0.024320789,0.09008105,-0.22377583,0.03185324,0.15036893,-0.061077293,0.25327754,-0.015582429,0.020904224,-0.061188955,-0.10561322,0.007997006,0.104725584,0.053620376,-0.035617504,-0.1412828,0.043519124,0.4752037,0.020227393,-0.12773684,0.012887031,-0.1563988,-0.21795519,-0.059782162,0.030501978,-0.1596216,0.415541,0.2791981,0.15306467,0.031158563,-0.029032174,influencer
30,calista cherrie,-0.33422625,0.02078965,-0.37468243,0.014096044,0.22533584,-0.21311335,-0.08255233,-0.3524818,0.1323759,-0.11800538,-0.21858802,0.06338376,-0.14073054,-0.12856323,0.09267363,0.06718524,0.05709149,0.25945133,-0.14410503,0.11802374,-0.42077008,-0.45065004,0.06036119,-0.08122359,0.28246644,-0.057848215,0.008985438,-0.16326076,0.28635138,0.35194272,0.0661837,-0.042668127,-0.25028488,-0.1441609,-0.1450297,-0.13081957,-0.54236794,0.20135391,-0.31220877,0.18509968,-0.04514913,0.43351507,-0.2540134,-0.20890579,0.08993906,-0.46750426,0.10633506,0.33109948,0.023996647,-0.16803014,0.056277893,0.37601006,-0.17221567,-0.050753415,0.54253817,0.21659839,0.006352105,-0.5231257,0.362332,-0.5260625,0.47859025,-0.16714396,-0.33226186,-0.13722047,influencer
