,brand,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
82,polytron,0.070372194,0.058028735,-0.027839705,-0.022530757,0.10147546,0.22847036,0.14676088,-0.009152561,-0.0845912,0.07804954,-0.18613207,-0.105342254,0.021085866,0.0073652607,-0.04213757,0.087692484,0.18335676,-0.11859036,0.009248383,-0.053359754,0.12000603,-0.099371456,-0.060436435,0.07395083,0.099454954,0.05383809,-0.025346639,0.0052539054,-0.059558563,-0.17472136,-0.08414149,-0.10705496,0.1368325,-0.017343167,0.06290835,0.048201583,0.1651952,-0.030546919,0.09670579,-0.1223114,-0.13976035,-0.14191721,0.041655276,0.13625807,0.062698334,0.03289327,0.0314712,0.004632026,-0.038447198,0.10477118,-0.220902,-0.023623753,0.06892201,-0.042729422,0.068772316,0.1223075,0.07035358,0.09239283,-0.08036791,0.14449203,-0.093688466,-0.19562605,0.0099142715,-0.16326106,brand
83,evercoss,0.02112981,0.0896233,0.009699283,-0.0771766,0.13029829,0.08704972,-0.015476426,-0.0874407,-0.024374023,0.069582075,-0.12602374,-0.08721879,0.047536545,-0.02303807,-0.055257127,0.023451574,0.10799477,-0.094902575,-0.0019390834,-0.050623275,0.022035507,0.016021335,-0.109402835,0.06631391,-0.021602247,0.018986624,0.07801139,-0.07395892,0.12088086,-0.024648245,-0.12466799,-0.04874337,0.115931004,0.03571703,0.053578842,0.09074784,-0.012071386,0.0721374,0.033956684,-0.013844032,-0.052586254,0.008076454,0.124641106,0.043895602,0.019067172,-0.016610423,0.06510451,0.0057416502,-0.0648347,0.023953395,-0.06271435,0.085459754,0.06225377,-0.0060051577,0.08016749,0.07330963,-0.09260243,0.059485264,-0.003619969,-0.076025955,-0.1162879,0.025097668,-0.056782126,0.0351034,brand
84,zyrex,0.023335442,0.06919449,-0.028007954,-0.020004015,0.03030108,0.035960406,0.035532072,-0.05706773,-0.08723929,0.058448616,-0.05737529,-0.05485624,0.0285348,-0.05684469,-0.029310249,0.051994734,0.07983495,-0.10975918,-0.002370211,-0.044314265,0.06262703,0.03285183,-0.080781415,-0.0049512465,-0.048814654,0.03308572,0.016208688,0.0027062735,0.03859277,-0.057279393,-0.020898271,-0.051344335,0.08785496,-0.12126368,-0.011246571,0.047222033,-0.009094067,-0.0419918,0.016228322,-0.029904975,-0.07935548,-0.050650477,0.10919653,0.08778851,0.10423376,0.014029415,0.023610089,-0.088386424,0.029043093,0.066290334,-0.109482214,0.006196767,-0.0022207978,0.028444424,0.04049082,0.11577084,-0.050996065,0.08899167,0.059897356,-0.048458077,-0.19172582,0.024149023,0.0077890772,0.0013555588,brand
85,smartfren,0.0013502403,-0.011764174,-0.10576816,-0.08580193,-0.040016025,-0.008232342,-0.005037636,-0.093830585,-0.07755146,0.07944059,-0.003256798,-0.02830856,0.068934396,-0.07530328,-0.036695957,0.04455982,0.031273633,-0.08245634,-0.03259477,-0.040653072,0.06341261,0.021273427,-0.063831285,-0.031748362,0.015701221,0.084666066,0.04139362,-0.0018708778,0.06250092,-0.035051357,0.0731766,0.020165414,0.12946126,-0.103723034,-0.07369631,0.05960779,-0.013404086,-0.0040802523,-0.0141464565,-0.13338934,-0.04967146,-0.040096596,0.0557086,0.111822695,0.07056563,0.032894313,-0.065276906,-0.048203524,0.050179362,-0.0034180544,-0.061928056,-0.05823242,-0.065163046,0.09058772,-0.062463745,0.04687228,-0.1338811,0.14261469,0.13827512,-0.031164447,-0.17075065,0.030244585,-0.012968223,0.050572477,brand
86,myrepublic indonesia,0.04520779,0.09049599,-0.0029502143,-0.11833139,0.1287193,0.121675864,-0.0231951,-0.0497348,0.016216055,0.078376114,-0.03898865,-0.12027411,0.06767336,0.011127116,-0.022100646,0.030388277,0.14152879,-0.10931541,-0.081691444,-0.08635099,0.017031422,-5.1499315e-05,-0.036870033,0.06551701,0.01601224,-0.013690142,0.0145344455,-0.016051186,0.052373953,-0.011733947,-0.050102334,-0.013653586,0.09451181,0.022904843,0.06857014,0.060652845,0.048175234,0.05747623,-0.014386607,0.00024987434,-0.095336825,-0.08337605,0.15995641,0.097273044,0.08547152,-0.03503819,0.12639171,0.03978382,-0.027136732,0.07613492,-0.05526619,0.06275851,0.01935077,-0.023097249,0.0025475551,0.037819814,-0.01541383,0.07204816,-0.03104679,0.074010506,-0.102697924,0.004634198,-0.06342523,0.03273709,brand
87,biznet,-0.0005657613,0.047017146,0.0035520205,-0.06746641,0.0974967,0.0725701,0.0032809898,-0.013651293,-0.0098214885,0.0749869,-0.050537508,-0.0860475,0.06683303,-0.019499272,-0.019153891,0.0013787785,0.12669912,-0.11714066,-0.06966384,-0.098557144,0.021535482,-0.0054408032,-0.05255494,0.03224148,0.013830751,-0.0076614115,0.025634978,0.012338044,-0.006103582,-0.0015150225,-0.016838737,-0.046337754,0.072666705,-0.0048194802,0.055773873,0.02550757,0.01871164,0.046101436,-0.028305728,-0.0523524,-0.11857961,-0.04203625,0.17035669,0.071457386,0.07739807,-0.035228625,0.1233647,-0.00056006614,-0.0046544895,0.02314493,-0.10209145,0.026731752,-0.030707307,-0.04201673,-0.013554471,0.043698236,0.029031493,0.09032485,0.003990095,0.10767384,-0.14009076,0.006424359,-0.04051961,0.007084533,brand
88,indihome,0.010473143,0.07539964,0.012768343,-0.10208599,0.13189399,0.106660336,0.00750197,-0.082814984,0.0025536686,0.09573517,-0.0596466,-0.06567397,0.057531096,-0.022495944,-0.060958326,0.117181435,0.09266214,-0.085466236,-0.08047666,-0.062946364,0.07005094,-0.031938866,-0.09648749,-0.009352315,0.0040060133,0.07458359,0.031738065,-0.031648368,0.053685695,-0.055269696,-0.07064094,0.00977076,0.10826464,-0.08601643,0.0135279335,0.05806832,0.03220494,0.038066354,0.03617168,0.005794428,-0.08965716,-0.05226575,0.12328687,0.09386112,0.073945746,0.03478135,0.0827956,-0.06395765,-0.0034115552,0.0456278,-0.1841238,-0.012320629,0.03417638,-0.014369274,-0.02501487,0.052972104,-0.041119456,0.046211153,0.0030127931,0.0005776884,-0.11082251,0.0023805457,-0.03858664,0.050145153,brand
89,bardi,-0.012667627,0.06994399,-0.002201491,-0.031953372,0.034006454,0.078138515,0.06182161,-0.082200244,-0.14703384,0.071567625,-0.010697764,-0.11098394,0.076304324,-0.015653368,-0.07407051,-0.003773233,0.10898486,-0.09157541,-0.0042347456,0.0071179494,0.0012601118,-0.008207939,-0.116797596,0.041196384,-0.03315027,-0.0008474868,0.0099164555,0.012837281,0.022088945,-0.026198495,-0.027490385,-0.045784842,0.029431801,-0.011806345,0.06089109,-0.0033149603,0.038680702,-0.0075266855,-0.003607683,-0.055454828,-0.071603045,0.052882664,0.094454035,0.039056312,0.060200483,-0.029248796,0.14071706,-0.055593014,0.04699197,-0.008780245,-0.012281787,-0.01748538,-0.044214666,-0.007921662,-0.033857476,0.09739124,-0.04473869,0.034519926,0.02348216,0.056729726,-0.111467525,-0.026802626,0.0344443,0.0077112457,brand
90,bank bca,-0.54609525,-0.81071216,-0.1292711,0.15567899,-0.28481773,-0.117860965,0.121760115,0.29856178,0.08475863,-0.33282566,-0.022131592,0.51352566,-0.12959628,0.082189515,0.27077645,-0.12500286,-0.17617278,0.15032311,-0.3184365,0.31706294,-0.11168638,-0.40860674,0.5333954,0.2118243,0.101663634,-0.014218001,-0.3765754,-0.010907263,-0.5099703,0.11751772,0.2486819,-0.016926195,-0.29420328,0.4830535,0.4148122,-0.32540438,-0.090568416,-0.06002012,-0.15578315,-0.14395978,0.09946102,-0.08784867,-0.41831636,-0.33619517,-0.34147668,-0.37241566,-0.18242511,0.27553916,0.20988622,-0.49855208,0.11197281,-0.1840261,0.07386207,-0.19537422,0.13006741,-0.35734802,0.41697273,-0.4550425,-0.083483666,0.15496576,0.57438153,0.14203419,-0.027227417,-0.017933263,brand
91,bank mandiri,-0.47602105,-0.60789686,-0.26252592,0.39372596,-0.33956122,-0.09111628,0.03078153,0.032435838,0.19977129,-0.3149572,-0.22083582,0.35650522,-0.39385536,-0.23985176,0.36460006,-0.024739642,-0.0048732553,0.1858709,-0.4876235,0.24150729,-0.32337314,-0.27649277,0.47301376,0.40341467,0.111646116,-0.19405031,-0.24181446,-0.080699794,-0.535898,0.14867006,0.24195,0.018928848,-0.5214673,0.7005197,0.039573826,-0.12905131,-0.19537333,-0.15369582,-0.046860658,-0.45937812,0.19489619,-0.19431826,-0.4581254,-0.42382962,-0.4247297,-0.45418707,-0.4571351,0.2889603,0.23861215,-0.60101587,0.11287443,-0.16829622,-0.021870187,-0.1359275,0.34173113,-0.23957387,0.4507516,-0.6527984,-0.17061287,0.1674017,0.4698559,0.07604404,0.17719376,-0.21008436,brand
92,bri,-0.07199134,0.2544338,-0.007244019,-0.23740962,-0.03698017,0.32479858,0.075084105,-0.1171792,-0.31324002,0.14290452,-0.23260583,-0.32454363,0.07682133,0.049007572,-0.07162075,0.11267656,0.14599149,-0.21821359,0.018083999,-0.10071108,-0.01566669,-0.07237264,-0.29240456,0.2208264,0.054349728,0.15135106,0.34436688,-0.12955613,-0.042638235,-0.14591938,-0.06467639,-0.09739703,0.0015865217,0.14734575,-0.04928948,0.20500498,0.082114756,0.009004226,0.16682163,-0.12786289,-0.24821779,-0.13733608,0.19689837,0.02623894,-0.12855454,0.025692698,-0.052905124,-0.043117568,-0.14806575,0.0051939334,-0.08169169,0.026032194,0.12304166,-0.114124626,-0.052250706,0.06403044,0.0040002167,0.10467784,0.03218394,0.06774909,-0.21878059,-0.1585873,0.09106859,-0.029249502,brand
93,bni,-0.020319726,0.089902684,-0.011169702,-0.06027346,0.07342881,0.0667776,0.041854165,-0.079266876,-0.077525064,0.06447224,-0.070617825,-0.08202167,0.05493635,-0.056462973,-0.072551325,0.07073745,0.08775438,-0.11880118,0.0060611092,-0.062221378,0.011245454,-0.023092777,-0.14825246,0.032674387,-0.009027697,0.024705283,0.048974358,-0.05005976,0.037859082,-0.039984826,-0.0735501,-0.011024745,0.11874658,-0.0017143273,0.048823595,0.03609132,0.0008292226,-0.019863132,0.039206628,-0.02269623,-0.07498486,0.0056512933,0.072879374,0.0546391,0.043944422,-0.002052802,0.05896651,-0.08391823,-0.012646672,0.07107945,-0.08106354,0.022067694,0.04404766,0.021470707,0.06505486,0.08165081,-0.099951714,0.02342885,0.056100078,-0.086524524,-0.12855771,-0.020609863,-0.042769976,0.04728153,brand
94,btn,-0.050613273,0.045734875,0.009873537,-0.08796652,0.00954386,0.10232262,0.08881657,-0.046189167,-0.14986715,0.08157084,-0.06663911,-0.071966365,0.07662488,0.01338599,-0.074180916,0.034028724,0.12516257,-0.11560479,-0.033833515,-0.015682265,0.008785749,-0.034604263,-0.11802939,0.049255025,0.018209817,0.024355475,0.028644063,-0.008607188,-0.01509727,-0.0058624055,-0.036141515,-0.05936441,0.0581256,0.036687296,0.07499469,0.0076104905,0.01419043,0.011731545,-0.004571911,-0.09158029,-0.12965804,0.041371897,0.14011379,0.04486119,0.025236733,-0.024461895,0.10651885,-0.0547511,0.03771191,-0.05850123,-0.061672136,-0.039113246,-0.048543833,-0.063755974,-0.02678601,0.04427137,-0.014710755,0.04413049,0.04840689,0.060139004,-0.11541116,-0.02691146,0.02191678,0.01268875,brand
95,asuransi astra,-0.0018677311,0.10835034,0.014636295,-0.09846981,0.09387291,0.13131489,0.033530906,-0.078207895,-0.067430116,0.09383787,-0.087058514,-0.105400145,0.076396555,-0.028922608,-0.042063586,0.05399222,0.13581157,-0.13731545,-0.046023324,-0.10017165,0.03481552,-0.05801394,-0.097756065,0.10698037,0.019915339,0.035257116,0.07461259,-0.06658143,0.016414145,-0.011976479,-0.053547285,-0.04225694,0.1238118,0.061676256,0.069659024,0.05643575,0.048780613,0.0577927,0.023292636,-0.08031574,-0.12615088,-0.039694756,0.15484512,0.07051408,0.019630712,-0.015449403,0.110454395,0.0023909674,-0.0071405303,0.036884848,-0.11159724,0.033572353,0.03243196,-0.057819463,0.0044562332,0.03754156,-0.066376194,0.07179418,-0.0053565633,0.028497152,-0.11381109,-0.02688912,-0.030591916,0.026627893,brand
96,prudential indonesia,0.011525571,0.041383937,0.0031162049,-0.12125185,0.08711288,0.11529626,0.030714355,-0.088734016,-0.105917886,0.1231936,-0.08938956,-0.086453244,0.12098327,0.021567736,-0.061106987,0.023532186,0.11358653,-0.11435597,-0.06545785,0.0008170511,0.063130856,-0.07711905,-0.09137599,0.03848533,0.00076378544,0.013556183,0.053484663,-0.01850709,0.048344538,-0.041481763,-0.07968585,-0.043396294,0.08914156,-0.019312324,0.0459368,0.05655419,0.048488896,0.10117674,0.016300138,-0.033774067,-0.12150197,0.048199214,0.13206452,0.016470531,0.07666202,0.045747437,0.15658528,-0.02139184,-0.02751007,-0.05901774,-0.08565268,0.022349097,-0.016771063,-0.06276264,-0.04936066,0.050090604,-0.050492644,0.02510614,-0.0072827158,0.054724652,-0.05091075,-0.019863456,-0.01497158,0.03508941,brand
97,axa mandiri,-0.034411684,0.06959082,0.036272757,-0.134114,0.08026564,0.17901707,0.03169512,0.003980916,-0.060490035,0.15996933,-0.15661271,-0.1435314,0.06270828,0.030155301,-0.027159672,0.071132734,0.18575768,-0.035762526,-0.081435256,-0.060195852,0.017259367,0.040854856,-0.089039475,0.1283584,0.0460512,0.027141929,0.047591295,-0.0057246117,0.11669011,-0.013964001,-0.07998836,-0.08991802,0.060675964,0.107091896,0.0962106,0.1384924,0.07880691,0.03638222,0.052208506,-0.10632245,-0.1617474,-0.11609768,0.18347624,0.108074114,0.028943604,-0.04123602,-0.0047685816,0.06797013,-0.06605311,-0.03209023,-0.08796319,0.014595807,-0.008852958,-0.057428844,0.042327624,-0.010359812,-0.0046357214,0.122114725,-0.041718483,0.03547649,-0.09400804,0.063878596,-0.048986852,-0.050506674,brand
98,allianz,0.029618964,0.04458523,0.016337568,-0.057106175,0.04021896,0.07141642,-0.007455531,-0.04900564,-0.0653351,0.10409034,-0.089236654,-0.07404366,0.10009353,0.011097306,-0.081689134,-0.023841407,0.10253137,-0.11727773,-0.059191145,-0.0018505993,0.044682555,0.051027156,-0.0854488,0.039581366,-0.025351256,-0.0005833099,0.06919034,-0.0064209774,0.054107077,-0.03242556,-0.080624536,-0.03129904,0.057988442,0.00016267842,0.068842955,0.033196494,0.028360762,0.106345505,0.006758484,-0.053354412,-0.08578539,0.03424135,0.11258946,0.031386215,0.05525449,-0.004100589,0.117617354,-0.02046451,-0.02905387,-0.033406526,-0.018666688,0.004324709,-0.0034393524,-0.00078871055,-0.056867257,0.048361514,-0.007259144,0.08731759,-0.0017476304,0.07111242,-0.09428067,0.012376994,0.014929043,0.020389572,brand
99,pegadaian,-0.022269167,0.027257469,-0.02377411,-0.1014748,0.05443138,0.108621135,0.050203595,-0.06175085,-0.1040232,0.09901032,-0.05081011,-0.101985164,0.10715757,0.016894963,-0.10338261,0.0030360466,0.126935,-0.11419664,-0.04862377,0.005637155,0.0056619877,-0.01553276,-0.1130294,0.03257989,0.015634213,-0.02466451,-0.0017720542,0.0045839134,0.011532434,-0.0049396753,-0.05311371,-0.024884533,0.055500783,0.030718692,0.0925599,0.0031451203,0.044347316,0.03991828,-0.0008668032,-0.036356214,-0.094014436,0.054280832,0.103706405,0.037465103,0.076846674,-0.023138102,0.1536541,-0.046779793,-0.0018194219,-0.018226072,-0.009114128,-0.022669632,-0.03229697,-0.03561495,-0.022868402,0.05678657,-0.013269464,0.004894006,0.019662343,0.05649302,-0.07931897,-0.034391046,-0.01884171,0.04335761,brand
