influencer,influencer_top1_positive,influencer_top1_neutral,influencer_top1_negative,influencer_top1_name,influencer_top2_positive,influencer_top2_neutral,influencer_top2_negative,influencer_top2_name,influencer_top3_positive,influencer_top3_neutral,influencer_top3_negative,influencer_top3_name
Leokoce,0.9339403935841152,0.7882061451673508,0.7242334451940324,"sibungbung, miawaug, jess",0.8806281611323357,0.8840858712792397,0.7328864733378092,"diskon, brand, promo",0.998238205909729,0.9926957488059998,0.8882335424423218,"yg, ga, aja"
Sarah Viloid,0.9214799776673317,0.5039824626662515,0.9750598229860005,"yg, ga, aja",0.990895254271371,0.5999829967816671,0.9582178235054016,"dennysantoso, indonesia, tarikuang",0.759342223405838,0.5431143144766489,0.8385882576306661,"the, and, to"
Rekt,0.8649471202003423,0.8421785587072372,0.851853735519178,"the, and, to",0.9412164390087128,0.9481581118371751,0.6463931898276011,"diskon, brand, promo",0.9663324356079102,0.9223624467849731,0.0,"h7qvqkhavsqrqqjhzofei6hztazhmbbtrdlppwadngl, sol, bfrk23t4zbm963xpl7uvtyerywvwz1nav6mntkwkvbzq"
Hanan Attaki,0.9228507784696726,0.9094032307988719,0.7237834524024617,"habib, ustadz, ust",0.6464347839355469,0.0,0.0,"gak, nadanya, nyindir",0.0,0.9975683093070984,0.0,"diskon, brand, promo"
Adi Hidayat,0.9472094828432257,0.9697043273475144,0.8228635430335999,"habib, ustadz, ust",0.6464347839355469,0.0,0.0,"gak, nadanya, nyindir",0.9985299110412598,0.7714647650718689,0.0,"yg, ga, aja"
Abdul Somad,0.9622924327850342,0.7965017292234633,0.9599530913613059,"habib, ustadz, ust",0.8438257694244384,0.4356525739034017,0.9729827046394348,"the, and, to",0.985171765089035,0.6957644283771515,0.9742447435855865,"dennysantoso, indonesia, tarikuang"
Gus Baha,0.8792681843042374,0.8619135651857622,0.5856389403343201,"baha, gus, tyasazuri",0.9145118753115337,0.9529144480114892,0.8459672033786774,"habib, ustadz, ust",0.6464347839355469,0.0,0.0,"gak, nadanya, nyindir"
Yusuf Mansur,0.826474666595459,0.6396300182623021,0.0,"de, la, su",0.0,0.6583272889256477,0.9246763288974762,"habib, ustadz, ust",0.8843680421511332,0.5977118735512098,0.9555454015731811,"the, and, to"
Salim A. Fillah,0.9214471446143256,0.9756631895347878,0.8333074129544772,"habib, ustadz, ust",0.9863404035568237,0.9467837725366864,0.0,"diskon, brand, promo",0.9921185374259949,0.8594451427459717,0.9983204007148743,"tingting, ayu, iki"
Habib Jindan,0.9183746427297592,0.6884449276057156,0.9584289208436624,"habib, ustadz, ust",0.9541339993476867,0.6657952666282654,0.7452309727668762,"dennysantoso, indonesia, tarikuang",0.0,0.5131438175837199,0.0,"diskon, brand, promo"
Habib Novel Alaydrus,0.9426186515225304,0.971755148768425,0.9011440753936768,"habib, ustadz, ust",0.8850866357485453,0.9683500925699869,0.9749116897583008,"dennysantoso, indonesia, tarikuang",0.9503853619098663,0.9498187303543091,0.0,"محمد, الله, سيدنا"
Buya Yahya,0.9126142462094625,0.9420287067239935,0.8680138866106669,"habib, ustadz, ust",0.8751136064529419,0.9262458582719167,0.9970583319664001,"dennysantoso, indonesia, tarikuang",0.0,0.9954560995101929,0.0,"diskon, brand, promo"
Habib Rizieq,0.959415058294932,0.9521530628204345,0.9899811824162801,"habib, ustadz, ust",0.8789459466934204,0.9811950380151923,0.9985540509223938,"dennysantoso, indonesia, tarikuang",0.7593683004379272,0.9047273248434067,0.0,"the, and, to"
KH. Cholil Nafis,0.9969642758369446,0.963912727402859,0.8814526299635569,"kh, nafis, cholil",0.0,0.9506833553314209,0.6846539378166199,"dennysantoso, indonesia, tarikuang",0.9859975874423981,0.8866545334458351,0.9023102760314942,"habib, ustadz, ust"
Hilman Fauzi,0.9810031056404114,0.5478938221931458,0.9453794956207275,"habib, ustadz, ust",0.0,0.6999065213733249,0.0,"kh, nafis, cholil",0.7043542861938477,0.1213858500123024,0.9739927053451538,"diskon, brand, promo"
Syafiq Riza Basalamah,0.9650854269663492,0.47229409981996584,0.9684416353702545,"habib, ustadz, ust",0.9989758729934692,0.24674101173877716,0.9988783001899719,"dennysantoso, indonesia, tarikuang",0.0,0.0,0.0,"bernapas, rip, dewa"
Ernest Prakasa,0.9432628793375832,0.9822741464564675,0.7518593072891235,"chef, zahra, gozali",0.8624914288520813,0.8242351242474147,0.8842355410257975,"the, and, to",0.9712078145572117,0.8278196454048157,0.9305588006973267,"diskon, brand, promo"
Joko Anwar,0.9360720018545786,0.9735701481501261,0.9887665595327105,"yg, ga, aja",0.932384577664462,0.9224088390668234,0.6899860699971517,"the, and, to",0.9969534873962402,0.9830729024750846,0.9216954112052917,"diskon, brand, promo"
Dandhy Laksono,0.8400691203449083,0.8592715360397516,0.9471790313720703,"dandhy_laksono, achehsultanate, proklamasi",0.0,0.7902600646018982,0.0,"diskon, brand, promo",0.9883027672767639,0.9734150767326355,0.0,"the, and, to"
Gina S. Noer,0.9200672656297684,0.9650341033935547,0.7499041557312012,"diskon, brand, promo",0.9032204917498997,0.8953539778788885,0.7603290677070618,"the, and, to",0.8942773911085996,0.7788074612617493,0.9057372897863388,"yg, ga, aja"
Remy Sylado,0.857503455132246,0.9678333854675293,0.8705097138881683,"diskon, brand, promo",0.8881568511327108,0.7722540497779846,0.9285512566566467,"yg, ga, aja",0.9942815005779266,0.9785075187683105,0.7321743965148926,"kau, nagara, wira"
Andrea Hirata,0.9541256030400594,0.7516200585024697,0.8275742620229721,"yg, ga, aja",0.9883824110031127,0.7319154620170594,0.9145072996616364,"the, and, to",0.8346726298332214,0.7369422117869059,0.0,"diskon, brand, promo"
Leila S. Chudori,0.9424653337115333,0.8237471902134395,0.764274388551712,"diskon, brand, promo",0.911572054028511,0.7231282234191895,0.7855077981948853,"the, and, to",0.9637381831804911,0.0,0.9852611422538757,"yg, ga, aja"
Seno Gumira Ajidarma,0.9063155231652437,0.9418517504968951,0.8539483621716499,"isyana, sarasvati, seno",0.0,0.989135376044682,0.0,"diskon, brand, promo",0.9681336209177971,0.7549779415130615,0.8942585110664367,"yg, ga, aja"
Wira Nagara,0.8541442028113774,0.8303353534295008,0.9160001277923584,"isyana, sarasvati, seno",0.9861748682128059,0.6102775971094767,0.8434282541275024,"kau, nagara, wira",0.8388925194740295,0.8872439205646515,0.9965851306915283,"diskon, brand, promo"
Pandji Pragiwaksono,0.0,0.5461395464160226,0.9978026747703552,"isyana, sarasvati, seno",0.851676695048809,0.3579924127151226,0.8276930570602417,"the, and, to",0.9976929426193237,0.4429648783471849,0.9993058443069458,"dennysantoso, indonesia, tarikuang"
Windy Ariestanty,0.8856362223625183,0.8783804720098322,0.9481200724840164,"dennysantoso, indonesia, tarikuang",0.7711234824223951,0.5299474835395813,0.8333893418312073,"the, and, to",0.9447776249476841,0.7404527306556702,0.9293691217899323,"yg, ga, aja"
Intan Paramaditha,0.915049291574038,0.981566962829003,0.8759590238332748,"gisella, anastasia, mulya",0.9238827750086784,0.8894881064241583,0.7297277351220449,"the, and, to",0.9154238956315177,0.9561252756552263,0.0,"diskon, brand, promo"
Merry Riana,0.9300743647984095,0.6159820954004923,0.8249760568141937,"selaluadayangbaik, merryriana, orang",0.9481981529129876,0.975302820855921,0.9916414817174276,"dennysantoso, indonesia, tarikuang",0.9882216283253261,0.8885050356388092,0.8354397217432658,"the, and, to"
